business_id,scenario_id,description,impact_revenue,impact_profit,notes
UAE_119,SCEN_UAE_119_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_119,SCEN_UAE_119_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_120,SCEN_UAE_120_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_120,SCEN_UAE_120_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_121,SCEN_UAE_121_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_121,SCEN_UAE_121_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_122,SCEN_UAE_122_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_122,SCEN_UAE_122_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_123,SCEN_UAE_123_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_123,SCEN_UAE_123_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_124,SCEN_UAE_124_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_124,SCEN_UAE_124_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_125,SCEN_UAE_125_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_125,SCEN_UAE_125_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_126,SCEN_UAE_126_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_126,SCEN_UAE_126_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_127,SCEN_UAE_127_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_127,SCEN_UAE_127_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_128,SCEN_UAE_128_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_128,SCEN_UAE_128_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_129,SCEN_UAE_129_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_129,SCEN_UAE_129_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_130,SCEN_UAE_130_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_130,SCEN_UAE_130_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_131,SCEN_UAE_131_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_131,SCEN_UAE_131_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_132,SCEN_UAE_132_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_132,SCEN_UAE_132_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_133,SCEN_UAE_133_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_133,SCEN_UAE_133_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_134,SCEN_UAE_134_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_134,SCEN_UAE_134_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_135,SCEN_UAE_135_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_135,SCEN_UAE_135_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_136,SCEN_UAE_136_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_136,SCEN_UAE_136_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_137,SCEN_UAE_137_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_137,SCEN_UAE_137_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_138,SCEN_UAE_138_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_138,SCEN_UAE_138_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_139,SCEN_UAE_139_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_139,SCEN_UAE_139_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_140,SCEN_UAE_140_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_140,SCEN_UAE_140_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_141,SCEN_UAE_141_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_141,SCEN_UAE_141_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_142,SCEN_UAE_142_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_142,SCEN_UAE_142_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_143,SCEN_UAE_143_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_143,SCEN_UAE_143_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_144,SCEN_UAE_144_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_144,SCEN_UAE_144_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_145,SCEN_UAE_145_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_145,SCEN_UAE_145_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_146,SCEN_UAE_146_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_146,SCEN_UAE_146_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_147,SCEN_UAE_147_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_147,SCEN_UAE_147_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_148,SCEN_UAE_148_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_148,SCEN_UAE_148_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_149,SCEN_UAE_149_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_149,SCEN_UAE_149_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_150,SCEN_UAE_150_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_150,SCEN_UAE_150_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_151,SCEN_UAE_151_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_151,SCEN_UAE_151_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_152,SCEN_UAE_152_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_152,SCEN_UAE_152_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_153,SCEN_UAE_153_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_153,SCEN_UAE_153_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_154,SCEN_UAE_154_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_154,SCEN_UAE_154_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_155,SCEN_UAE_155_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_155,SCEN_UAE_155_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_156,SCEN_UAE_156_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_156,SCEN_UAE_156_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_157,SCEN_UAE_157_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_157,SCEN_UAE_157_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_158,SCEN_UAE_158_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_158,SCEN_UAE_158_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_159,SCEN_UAE_159_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_159,SCEN_UAE_159_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_160,SCEN_UAE_160_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_160,SCEN_UAE_160_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_161,SCEN_UAE_161_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_161,SCEN_UAE_161_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_162,SCEN_UAE_162_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_162,SCEN_UAE_162_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_163,SCEN_UAE_163_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_163,SCEN_UAE_163_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_164,SCEN_UAE_164_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_164,SCEN_UAE_164_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_165,SCEN_UAE_165_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_165,SCEN_UAE_165_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_166,SCEN_UAE_166_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_166,SCEN_UAE_166_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_167,SCEN_UAE_167_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_167,SCEN_UAE_167_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_168,SCEN_UAE_168_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_168,SCEN_UAE_168_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_169,SCEN_UAE_169_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_169,SCEN_UAE_169_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_170,SCEN_UAE_170_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_170,SCEN_UAE_170_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_171,SCEN_UAE_171_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_171,SCEN_UAE_171_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_172,SCEN_UAE_172_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_172,SCEN_UAE_172_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_173,SCEN_UAE_173_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_173,SCEN_UAE_173_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_174,SCEN_UAE_174_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_174,SCEN_UAE_174_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_175,SCEN_UAE_175_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_175,SCEN_UAE_175_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_176,SCEN_UAE_176_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_176,SCEN_UAE_176_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_177,SCEN_UAE_177_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_177,SCEN_UAE_177_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_178,SCEN_UAE_178_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_178,SCEN_UAE_178_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_179,SCEN_UAE_179_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_179,SCEN_UAE_179_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_180,SCEN_UAE_180_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_180,SCEN_UAE_180_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_181,SCEN_UAE_181_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_181,SCEN_UAE_181_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_182,SCEN_UAE_182_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_182,SCEN_UAE_182_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_183,SCEN_UAE_183_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_183,SCEN_UAE_183_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_184,SCEN_UAE_184_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_184,SCEN_UAE_184_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_185,SCEN_UAE_185_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_185,SCEN_UAE_185_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_186,SCEN_UAE_186_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_186,SCEN_UAE_186_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_187,SCEN_UAE_187_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_187,SCEN_UAE_187_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_188,SCEN_UAE_188_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_188,SCEN_UAE_188_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_189,SCEN_UAE_189_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_189,SCEN_UAE_189_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_190,SCEN_UAE_190_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_190,SCEN_UAE_190_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_191,SCEN_UAE_191_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_191,SCEN_UAE_191_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_192,SCEN_UAE_192_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_192,SCEN_UAE_192_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_193,SCEN_UAE_193_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_193,SCEN_UAE_193_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_194,SCEN_UAE_194_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_194,SCEN_UAE_194_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_195,SCEN_UAE_195_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_195,SCEN_UAE_195_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_196,SCEN_UAE_196_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_196,SCEN_UAE_196_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_197,SCEN_UAE_197_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_197,SCEN_UAE_197_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_198,SCEN_UAE_198_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_198,SCEN_UAE_198_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_199,SCEN_UAE_199_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_199,SCEN_UAE_199_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_200,SCEN_UAE_200_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_200,SCEN_UAE_200_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_201,SCEN_UAE_201_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_201,SCEN_UAE_201_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_202,SCEN_UAE_202_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_202,SCEN_UAE_202_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_203,SCEN_UAE_203_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_203,SCEN_UAE_203_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_204,SCEN_UAE_204_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_204,SCEN_UAE_204_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_205,SCEN_UAE_205_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_205,SCEN_UAE_205_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_206,SCEN_UAE_206_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_206,SCEN_UAE_206_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_207,SCEN_UAE_207_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_207,SCEN_UAE_207_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_208,SCEN_UAE_208_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_208,SCEN_UAE_208_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_209,SCEN_UAE_209_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_209,SCEN_UAE_209_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_210,SCEN_UAE_210_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_210,SCEN_UAE_210_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_211,SCEN_UAE_211_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_211,SCEN_UAE_211_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_212,SCEN_UAE_212_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_212,SCEN_UAE_212_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_213,SCEN_UAE_213_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_213,SCEN_UAE_213_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_214,SCEN_UAE_214_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_214,SCEN_UAE_214_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_215,SCEN_UAE_215_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_215,SCEN_UAE_215_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_216,SCEN_UAE_216_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_216,SCEN_UAE_216_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_217,SCEN_UAE_217_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_217,SCEN_UAE_217_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_218,SCEN_UAE_218_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_218,SCEN_UAE_218_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_219,SCEN_UAE_219_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_219,SCEN_UAE_219_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_220,SCEN_UAE_220_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_220,SCEN_UAE_220_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_221,SCEN_UAE_221_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_221,SCEN_UAE_221_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_222,SCEN_UAE_222_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_222,SCEN_UAE_222_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_223,SCEN_UAE_223_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_223,SCEN_UAE_223_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_224,SCEN_UAE_224_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_224,SCEN_UAE_224_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_225,SCEN_UAE_225_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_225,SCEN_UAE_225_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_226,SCEN_UAE_226_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_226,SCEN_UAE_226_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_227,SCEN_UAE_227_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_227,SCEN_UAE_227_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_228,SCEN_UAE_228_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_228,SCEN_UAE_228_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_229,SCEN_UAE_229_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_229,SCEN_UAE_229_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_230,SCEN_UAE_230_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_230,SCEN_UAE_230_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_231,SCEN_UAE_231_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_231,SCEN_UAE_231_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_232,SCEN_UAE_232_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_232,SCEN_UAE_232_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_233,SCEN_UAE_233_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_233,SCEN_UAE_233_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_234,SCEN_UAE_234_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_234,SCEN_UAE_234_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_235,SCEN_UAE_235_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_235,SCEN_UAE_235_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
UAE_236,SCEN_UAE_236_A,+25% Ad Spend Growth Vector,18.5,14.2,Assumes constant lead CAC efficiency.
UAE_236,SCEN_UAE_236_B,Premium Price Adjustment (+10%),12.0,22.0,Assumes price elasticity of -0.30.
